cnt,type,year,suffix
2259250,PushEvent,2023,0720
2110748,PushEvent,2023,0105
1943173,PushEvent,2023,0107
4424873,PushEvent,2023,1127
1784945,PushEvent,2023,0716
2454641,PushEvent,2023,1113
2091417,PushEvent,2023,0713
1870378,PushEvent,2023,0722
2217484,PushEvent,2023,0405
2279181,PushEvent,2023,0228
2282623,PushEvent,2023,0727
2337739,PushEvent,2023,1119
1953128,PushEvent,2023,0114
2707756,PushEvent,2023,1121
1962929,PushEvent,2023,0909
1852537,PushEvent,2023,0312
2307548,PushEvent,2023,0906
2237336,PushEvent,2023,1118
5593194,PushEvent,2023,1208
2148498,PushEvent,2023,0622
2248027,PushEvent,2023,0123
2934875,PushEvent,2023,1212
3337031,PushEvent,2023,1205
2184275,PushEvent,2023,0814
1834053,PushEvent,2023,0304
2085246,PushEvent,2023,0612
1977425,PushEvent,2023,0122
2015583,PushEvent,2023,0616
2326771,PushEvent,2023,1125
1953103,PushEvent,2023,0121
2032147,PushEvent,2023,0605
2126634,PushEvent,2023,0712
2309595,PushEvent,2023,0131
2320372,PushEvent,2023,0215
1743230,PushEvent,2023,0715
1778180,PushEvent,2023,0604
2186702,PushEvent,2023,0322
2092188,PushEvent,2023,0607
2262528,PushEvent,2023,0207
2255917,PushEvent,2023,0125
2172114,PushEvent,2023,0103
1912802,PushEvent,2023,0820
2416533,PushEvent,2023,0214
2464557,PushEvent,2023,1222
2672320,PushEvent,2023,1123
2271809,PushEvent,2023,0822
2407535,PushEvent,2023,0926
3987643,PushEvent,2023,1128
2052295,PushEvent,2023,0517
1914627,PushEvent,2023,0102
2007949,PushEvent,2023,1001
2066924,PushEvent,2023,0609
2430917,PushEvent,2023,0912
2240412,PushEvent,2023,0503
2320716,PushEvent,2023,0803
1805173,PushEvent,2023,0204
2148096,PushEvent,2023,0620
2206280,PushEvent,2023,0719
2231424,PushEvent,2023,0201
2306369,PushEvent,2023,0216
1878895,PushEvent,2023,0805
2687997,PushEvent,2023,1230
1906434,PushEvent,2023,0826
1959948,PushEvent,2023,1111
2247633,PushEvent,2023,0802
1965895,PushEvent,2023,0108
2220653,PushEvent,2023,0321
1945713,PushEvent,2023,0819
2335332,PushEvent,2023,0919
2318568,PushEvent,2023,0808
2595043,PushEvent,2023,1115
2046144,PushEvent,2023,0523
2375066,PushEvent,2023,1018
2044034,PushEvent,2023,0602
2067070,PushEvent,2023,0703
2231890,PushEvent,2023,0828
2068889,PushEvent,2023,0606
2098341,PushEvent,2023,0526
2356115,PushEvent,2023,0928
2452183,PushEvent,2023,1024
5794386,PushEvent,2023,1204
2044920,PushEvent,2023,1105
2266924,PushEvent,2023,0811
1688624,PushEvent,2023,0624
2197044,PushEvent,2023,1217
1937750,PushEvent,2023,0402
2024883,PushEvent,2023,1008
2021098,PushEvent,2023,0115
1993675,PushEvent,2023,0510
2169458,PushEvent,2023,0621
1949843,PushEvent,2023,0319
1917134,PushEvent,2023,0311
2075088,PushEvent,2023,0704
1813950,PushEvent,2023,0430
5628212,PushEvent,2023,1207
3715017,PushEvent,2023,1129
1724346,PushEvent,2023,0618
2248084,PushEvent,2023,0419
1977001,PushEvent,2023,1015
2149739,PushEvent,2023,1223
2097606,PushEvent,2023,0508
1777705,PushEvent,2023,0218
2039783,PushEvent,2023,0630
2212965,PushEvent,2023,0404
1770547,PushEvent,2023,0226
5348699,PushEvent,2023,1201
2398213,PushEvent,2023,0911
2198878,PushEvent,2023,0710
2237377,PushEvent,2023,0724
2155589,PushEvent,2023,0608
2385158,PushEvent,2023,1012
1973167,PushEvent,2023,0924
2264210,PushEvent,2023,0901
2144169,PushEvent,2023,0329
1804759,PushEvent,2023,0128
2488815,PushEvent,2023,1109
1928546,PushEvent,2023,0903
2047005,PushEvent,2023,0511
2351962,PushEvent,2023,0315
2207134,PushEvent,2023,0202
2158546,PushEvent,2023,0328
2389866,PushEvent,2023,1011
2322703,PushEvent,2023,0222
2056862,PushEvent,2023,0623
1892320,PushEvent,2023,0930
1829574,PushEvent,2023,0429
1875044,PushEvent,2023,0723
1896861,PushEvent,2023,0902
1954227,PushEvent,2023,1007
2525431,PushEvent,2023,1213
1719365,PushEvent,2023,0603
2348058,PushEvent,2023,0908
2174126,PushEvent,2023,0109
1850930,PushEvent,2023,0401
2401914,PushEvent,2023,0913
2020769,PushEvent,2023,0530
1821639,PushEvent,2023,0422
2149506,PushEvent,2023,0324
1863317,PushEvent,2023,0227
1918655,PushEvent,2023,0619
1876286,PushEvent,2023,0806
2233507,PushEvent,2023,0706
2314280,PushEvent,2023,0308
2218707,PushEvent,2023,0809
1764940,PushEvent,2023,0520
2492781,PushEvent,2023,1221
2359096,PushEvent,2023,0208
2112395,PushEvent,2023,0104
5134663,PushEvent,2023,1130
2260204,PushEvent,2023,0829
1982055,PushEvent,2023,1028
1684932,PushEvent,2023,0701
2300019,PushEvent,2023,0915
2453060,PushEvent,2023,1226
2186023,PushEvent,2023,0206
2147769,PushEvent,2023,0502
1750967,PushEvent,2023,0513
2237361,PushEvent,2023,0821
1912229,PushEvent,2023,0416
5861640,PushEvent,2023,1202
2498981,PushEvent,2023,1219
2007248,PushEvent,2023,0327
6960375,PushEvent,2023,1203
2214366,PushEvent,2023,0711
2144998,PushEvent,2023,0106
1980960,PushEvent,2023,0325
2052020,PushEvent,2023,0522
2167020,PushEvent,2023,0412
2160494,PushEvent,2023,0310
2232922,PushEvent,2023,0929
1776043,PushEvent,2023,0611
2389283,PushEvent,2023,0914
2357988,PushEvent,2023,1110
1964632,PushEvent,2023,0519
1858880,PushEvent,2023,0730
2075885,PushEvent,2023,0628
2470094,PushEvent,2023,1026
2050475,PushEvent,2023,1112
2130541,PushEvent,2023,0717
1851542,PushEvent,2023,0129
2297451,PushEvent,2023,0810
2500470,PushEvent,2023,1220
2543481,PushEvent,2023,1107
2785869,PushEvent,2023,1228
2335757,PushEvent,2023,1009
2274109,PushEvent,2023,0807
2195253,PushEvent,2023,0130
2097692,PushEvent,2023,0524
2133835,PushEvent,2023,0707
1960506,PushEvent,2023,0916
2143013,PushEvent,2023,0425
2238892,PushEvent,2023,0210
2337442,PushEvent,2023,0301
1747345,PushEvent,2023,0708
2219176,PushEvent,2023,0113
1886510,PushEvent,2023,0423
2447469,PushEvent,2023,1106
2376029,PushEvent,2023,1108
1966766,PushEvent,2023,0509
2362392,PushEvent,2023,1027
2359113,PushEvent,2023,0309
2145812,PushEvent,2023,0728
2435320,PushEvent,2023,1215
2299434,PushEvent,2023,1013
2346618,PushEvent,2023,0213
1789126,PushEvent,2023,0729
2656233,PushEvent,2023,1116
2093857,PushEvent,2023,0126
1937472,PushEvent,2023,0813
2366464,PushEvent,2023,1017
2185231,PushEvent,2023,0224
2457952,PushEvent,2023,1210
1944756,PushEvent,2023,1014
1944713,PushEvent,2023,0827
2174000,PushEvent,2023,0220
2404354,PushEvent,2023,1010
2121561,PushEvent,2023,0317
2314144,PushEvent,2023,1016
1884411,PushEvent,2023,0507
2448708,PushEvent,2023,1030
2156152,PushEvent,2023,0331
1992604,PushEvent,2023,0910
2118336,PushEvent,2023,0518
2288331,PushEvent,2023,0418
1964978,PushEvent,2023,0303
2191990,PushEvent,2023,0614
2397633,PushEvent,2023,0921
2116541,PushEvent,2023,0501
2178870,PushEvent,2023,0613
1537677,PushEvent,2023,0101
1845844,PushEvent,2023,0205
2081068,PushEvent,2023,0601
3052705,PushEvent,2023,1209
2032157,PushEvent,2023,0512
1808767,PushEvent,2023,0528
90643,WatchEvent,2017,0616
59656,WatchEvent,2017,0603
103215,WatchEvent,2017,0607
100866,WatchEvent,2017,0412
108771,WatchEvent,2017,0727
70441,WatchEvent,2017,0930
101777,WatchEvent,2017,0920
106488,WatchEvent,2017,1103
69315,WatchEvent,2017,0204
113290,WatchEvent,2017,1026
108663,WatchEvent,2017,1113
84798,WatchEvent,2017,0113
105203,WatchEvent,2017,0502
100774,WatchEvent,2017,0712
91046,WatchEvent,2017,0112
99780,WatchEvent,2017,0223
98799,WatchEvent,2017,0614
105244,WatchEvent,2017,0427
69479,WatchEvent,2017,0527
102378,WatchEvent,2017,0816
102804,WatchEvent,2017,0213
69515,WatchEvent,2017,1202
88950,WatchEvent,2017,0623
100882,WatchEvent,2017,0613
53100,WatchEvent,2017,0528
83961,WatchEvent,2017,0120
100137,WatchEvent,2017,0524
96990,WatchEvent,2017,0913
98174,WatchEvent,2017,1229
97933,WatchEvent,2017,0522
112842,WatchEvent,2017,0419
101380,WatchEvent,2017,0628
61710,WatchEvent,2017,0506
116097,WatchEvent,2017,1031
62378,WatchEvent,2017,0916
61008,WatchEvent,2017,0923
99345,WatchEvent,2017,0731
101670,WatchEvent,2017,0810
55851,WatchEvent,2017,0902
58705,WatchEvent,2017,0108
74513,WatchEvent,2017,1203
102953,WatchEvent,2017,0323
93066,WatchEvent,2017,0821
67843,WatchEvent,2017,0225
62616,WatchEvent,2017,0127
61434,WatchEvent,2017,0326
101884,WatchEvent,2017,0516
71554,WatchEvent,2017,1104
101116,WatchEvent,2017,0925
58239,WatchEvent,2017,0430
117807,WatchEvent,2017,1107
112258,WatchEvent,2017,1023
60368,WatchEvent,2017,1008
57919,WatchEvent,2017,0514
60000,WatchEvent,2017,0415
105897,WatchEvent,2017,0620
91569,WatchEvent,2017,0901
103883,WatchEvent,2017,0215
100749,WatchEvent,2017,0724
102126,WatchEvent,2017,0713
89964,WatchEvent,2017,0414
95310,WatchEvent,2017,0629
104137,WatchEvent,2017,0307
94690,WatchEvent,2017,0814
65809,WatchEvent,2017,1111
106044,WatchEvent,2017,0829
61184,WatchEvent,2017,0910
113420,WatchEvent,2017,1207
58162,WatchEvent,2017,0827
64755,WatchEvent,2017,0219
92774,WatchEvent,2017,0118
58364,WatchEvent,2017,0520
70116,WatchEvent,2017,1105
58169,WatchEvent,2017,0715
100793,WatchEvent,2017,0227
99734,WatchEvent,2017,0310
105010,WatchEvent,2017,1123
113939,WatchEvent,2017,1101
98584,WatchEvent,2017,0831
104678,WatchEvent,2017,0726
113128,WatchEvent,2017,1102
103352,WatchEvent,2017,0824
111622,WatchEvent,2017,0426
101270,WatchEvent,2017,0220
59304,WatchEvent,2017,0730
82303,WatchEvent,2017,0404
66055,WatchEvent,2017,0312
97167,WatchEvent,2017,0704
103161,WatchEvent,2017,0301
101708,WatchEvent,2017,0706
99944,WatchEvent,2017,0228
92889,WatchEvent,2017,0811
57736,WatchEvent,2017,0610
96780,WatchEvent,2017,0804
115774,WatchEvent,2017,1130
54301,WatchEvent,2017,0624
111940,WatchEvent,2017,1122
116656,WatchEvent,2017,1206
109908,WatchEvent,2017,1024
112803,WatchEvent,2017,1025
105109,WatchEvent,2017,0411
113220,WatchEvent,2017,1016
99942,WatchEvent,2017,0619
94268,WatchEvent,2017,1124
110990,WatchEvent,2017,0314
53903,WatchEvent,2017,0702
119144,WatchEvent,2017,1128
105254,WatchEvent,2017,0405
112177,WatchEvent,2017,1019
104198,WatchEvent,2017,0801
54588,WatchEvent,2017,0701
106053,WatchEvent,2017,0302
100159,WatchEvent,2017,0809
103980,WatchEvent,2017,0802
116236,WatchEvent,2017,1121
102022,WatchEvent,2017,0921
74743,WatchEvent,2017,1002
104651,WatchEvent,2017,1208
114939,WatchEvent,2017,1213
86981,WatchEvent,2017,0324
56993,WatchEvent,2017,1007
67431,WatchEvent,2017,1216
104859,WatchEvent,2017,0216
104684,WatchEvent,2017,1215
93866,WatchEvent,2017,0525
101164,WatchEvent,2017,0720
98129,WatchEvent,2017,0612
96679,WatchEvent,2017,0807
93704,WatchEvent,2017,0922
67649,WatchEvent,2017,1210
63441,WatchEvent,2017,0205
62520,WatchEvent,2017,0212
59015,WatchEvent,2017,0115
72124,WatchEvent,2017,0131
106695,WatchEvent,2017,0329
95588,WatchEvent,2017,0421
69842,WatchEvent,2017,0126
57965,WatchEvent,2017,0708
93762,WatchEvent,2017,0109
68436,WatchEvent,2017,0529
68204,WatchEvent,2017,0305
104859,WatchEvent,2017,0503
97827,WatchEvent,2017,0627
102308,WatchEvent,2017,0510
106844,WatchEvent,2017,1227
112536,WatchEvent,2017,1013
104677,WatchEvent,2017,0926
91763,WatchEvent,2017,0104
96756,WatchEvent,2017,0622
94350,WatchEvent,2017,0605
113280,WatchEvent,2017,0410
117179,WatchEvent,2017,1204
92077,WatchEvent,2017,0119
115803,WatchEvent,2017,1030
100326,WatchEvent,2017,0710
77122,WatchEvent,2017,0125
56907,WatchEvent,2017,0429
63475,WatchEvent,2017,0311
115173,WatchEvent,2017,1114
102533,WatchEvent,2017,0207
101414,WatchEvent,2017,0508
94812,WatchEvent,2017,0428
48561,WatchEvent,2017,0128
116647,WatchEvent,2017,1211
118540,WatchEvent,2017,1127
98947,WatchEvent,2017,0914
101536,WatchEvent,2017,0511
58730,WatchEvent,2017,0102
96387,WatchEvent,2017,0707
95384,WatchEvent,2017,0512
129939,WatchEvent,2017,1221
110183,WatchEvent,2017,1011
57040,WatchEvent,2017,0402
119644,WatchEvent,2017,1205
57097,WatchEvent,2017,1001
67220,WatchEvent,2017,1126
57200,WatchEvent,2017,0820
64942,WatchEvent,2017,1028
57986,WatchEvent,2017,0716
102757,WatchEvent,2017,0719
68375,WatchEvent,2017,1029
85505,WatchEvent,2017,0106
60154,WatchEvent,2017,0917
117781,WatchEvent,2017,1219
106347,WatchEvent,2017,1020
55105,WatchEvent,2017,0618
97148,WatchEvent,2017,0517
103618,WatchEvent,2017,0927
118264,WatchEvent,2017,1129
60191,WatchEvent,2017,0507
101525,WatchEvent,2017,0509
77491,WatchEvent,2017,1003
95160,WatchEvent,2017,0601
96412,WatchEvent,2017,0117
90706,WatchEvent,2017,0602
59660,WatchEvent,2017,0521
102251,WatchEvent,2017,0208
58830,WatchEvent,2017,0709
70722,WatchEvent,2017,0501
107207,WatchEvent,2017,0309
105337,WatchEvent,2017,0316
98080,WatchEvent,2017,0331
83068,WatchEvent,2017,1225
104213,WatchEvent,2017,0705
101697,WatchEvent,2017,0209
102880,WatchEvent,2017,0317
67988,WatchEvent,2017,1112
96646,WatchEvent,2017,0929
57456,WatchEvent,2017,0813
56121,WatchEvent,2017,0617
109242,WatchEvent,2017,1222
116939,WatchEvent,2018,0611
99470,WatchEvent,2017,0621
101851,WatchEvent,2017,0424
114605,WatchEvent,2017,1017
93626,WatchEvent,2017,0626
100689,WatchEvent,2017,0523
64712,WatchEvent,2018,0714
55462,WatchEvent,2017,0611
104453,WatchEvent,2017,1110
78110,WatchEvent,2017,0530
90045,WatchEvent,2017,0609
91735,WatchEvent,2017,0904
107302,WatchEvent,2017,0418
107430,WatchEvent,2018,0928
133720,WatchEvent,2018,0320
108730,WatchEvent,2017,0327
96689,WatchEvent,2017,0908
59114,WatchEvent,2017,1231
71229,WatchEvent,2017,1014
96955,WatchEvent,2017,0714
105354,WatchEvent,2017,1117
101139,WatchEvent,2017,0911
106750,WatchEvent,2017,0906
109454,WatchEvent,2017,0504
103988,WatchEvent,2017,0315
66597,WatchEvent,2017,0408
109923,WatchEvent,2017,0221
95274,WatchEvent,2017,0615
89350,WatchEvent,2018,1225
113182,WatchEvent,2018,0925
120050,WatchEvent,2018,0105
66901,WatchEvent,2017,0122
102137,WatchEvent,2017,0808
93157,WatchEvent,2017,0531
115291,WatchEvent,2017,1220
96166,WatchEvent,2017,0606
60565,WatchEvent,2017,0325
95896,WatchEvent,2017,0818
58142,WatchEvent,2017,0819
111364,WatchEvent,2017,1120
55289,WatchEvent,2017,0114
106079,WatchEvent,2017,0718
66759,WatchEvent,2018,0512
99251,WatchEvent,2017,0828
72131,WatchEvent,2017,1004
105570,WatchEvent,2017,0907
59474,WatchEvent,2017,0729
67436,WatchEvent,2017,1209
104264,WatchEvent,2017,0919
61055,WatchEvent,2017,0909
56566,WatchEvent,2017,0806
104031,WatchEvent,2017,1027
65965,WatchEvent,2017,1223
87110,WatchEvent,2017,0105
78118,WatchEvent,2018,0203
120322,WatchEvent,2018,0517
92297,WatchEvent,2017,0110
98362,WatchEvent,2017,0505
61484,WatchEvent,2017,0826
94131,WatchEvent,2017,0915
110618,WatchEvent,2017,1115
107721,WatchEvent,2017,0321
101429,WatchEvent,2017,0303
62654,WatchEvent,2017,0422
96924,WatchEvent,2017,0815
66585,WatchEvent,2018,0217
129610,WatchEvent,2018,0201
110802,WatchEvent,2018,0814
125117,WatchEvent,2018,0115
131597,WatchEvent,2018,0123
100005,WatchEvent,2017,1009
91258,WatchEvent,2017,0111
37723,WatchEvent,2017,0101
95333,WatchEvent,2017,0224
42280,WatchEvent,2017,0107
66004,WatchEvent,2017,0226
111682,WatchEvent,2017,1108
67849,WatchEvent,2017,1022
94248,WatchEvent,2017,0703
71205,WatchEvent,2017,1015
80723,WatchEvent,2017,0203
59301,WatchEvent,2017,0416
74320,WatchEvent,2017,0201
117186,WatchEvent,2017,1218
76054,WatchEvent,2017,1005
108110,WatchEvent,2017,0328
94419,WatchEvent,2017,0519
63954,WatchEvent,2018,1110
67697,WatchEvent,2018,0526
57161,WatchEvent,2017,0812
104287,WatchEvent,2017,0711
107407,WatchEvent,2017,0330
112819,WatchEvent,2017,1116
82347,WatchEvent,2017,0124
106009,WatchEvent,2017,0420
57442,WatchEvent,2017,0723
68585,WatchEvent,2017,0130
85470,WatchEvent,2018,1004
77304,WatchEvent,2018,1204
106089,WatchEvent,2017,1228
76681,WatchEvent,2018,0127
86180,WatchEvent,2017,0123
100906,WatchEvent,2017,0518
70999,WatchEvent,2017,1217
58638,WatchEvent,2017,0722
64907,WatchEvent,2017,0218
58376,WatchEvent,2017,0805
79036,WatchEvent,2017,0403
116680,WatchEvent,2018,1115
109522,WatchEvent,2018,0515
70456,WatchEvent,2018,0909
95138,WatchEvent,2018,0214
112885,WatchEvent,2018,0807
123379,WatchEvent,2018,0409
123208,WatchEvent,2018,0605
118006,WatchEvent,2017,1018
104576,WatchEvent,2017,0803
61355,WatchEvent,2017,1224
111594,WatchEvent,2018,0912
61527,WatchEvent,2018,0715
113178,WatchEvent,2018,1126
129047,WatchEvent,2018,0328
63193,WatchEvent,2018,1223
110328,WatchEvent,2018,0809
81977,WatchEvent,2018,0430
94072,WatchEvent,2017,0825
56161,WatchEvent,2017,0625
103641,WatchEvent,2017,0725
110679,WatchEvent,2018,0723
67306,WatchEvent,2018,0825
101894,WatchEvent,2017,0830
102688,WatchEvent,2017,0823
117694,WatchEvent,2017,1012
65845,WatchEvent,2017,0318
67241,WatchEvent,2018,1222
60620,WatchEvent,2018,1006
63276,WatchEvent,2018,0623
67910,WatchEvent,2018,1103
111098,WatchEvent,2018,0730
122529,WatchEvent,2018,1212
100177,WatchEvent,2018,0817
105811,WatchEvent,2017,0406
128531,WatchEvent,2018,0106
101172,WatchEvent,2017,1226
91938,WatchEvent,2017,0526
129357,WatchEvent,2018,0110
58269,WatchEvent,2017,0604
98450,WatchEvent,2017,0717
65760,WatchEvent,2017,0409
66481,WatchEvent,2017,0319
109619,WatchEvent,2018,1221
106995,WatchEvent,2018,0917
112032,WatchEvent,2018,0920
71559,WatchEvent,2018,0505
102511,WatchEvent,2017,0912
57489,WatchEvent,2017,0513
59280,WatchEvent,2017,0903
89123,WatchEvent,2018,1002
104010,WatchEvent,2018,0511
64567,WatchEvent,2018,1020
48217,WatchEvent,2017,0129
94353,WatchEvent,2017,0116
102063,WatchEvent,2017,0728
111183,WatchEvent,2018,0712
76387,WatchEvent,2018,0318
108053,WatchEvent,2018,0625
112268,WatchEvent,2018,0621
101492,WatchEvent,2018,0427
91373,WatchEvent,2017,0630
95009,WatchEvent,2018,0107
86350,WatchEvent,2018,0406
116857,WatchEvent,2018,1108
110170,WatchEvent,2017,0905
61252,WatchEvent,2017,0423
64055,WatchEvent,2017,0304
109530,WatchEvent,2018,0820
134819,WatchEvent,2018,0116
132559,WatchEvent,2018,1025
68103,WatchEvent,2018,0520
77493,WatchEvent,2018,0325
70809,WatchEvent,2018,0421
84124,WatchEvent,2018,0120
123837,WatchEvent,2018,0302
76715,WatchEvent,2018,0331
129333,WatchEvent,2018,0315
104997,WatchEvent,2017,1010
81711,WatchEvent,2017,0202
72774,WatchEvent,2017,1119
109167,WatchEvent,2018,0717
92087,WatchEvent,2017,0103
122085,WatchEvent,2018,0205
115436,WatchEvent,2018,0223
115816,WatchEvent,2018,0620
107407,WatchEvent,2018,1116
60158,WatchEvent,2017,0211
104000,WatchEvent,2017,0817
111875,WatchEvent,2018,0703
113481,WatchEvent,2018,1107
99049,WatchEvent,2018,0629
117465,WatchEvent,2018,0829
103908,WatchEvent,2018,0831
122273,WatchEvent,2018,0316
127268,WatchEvent,2018,0129
95984,WatchEvent,2017,0206
66050,WatchEvent,2017,1125
84750,WatchEvent,2018,0216
104976,WatchEvent,2018,0622
95251,WatchEvent,2018,0224
78428,WatchEvent,2018,0317
96398,WatchEvent,2017,0721
90622,WatchEvent,2018,1224
114274,WatchEvent,2018,0710
111955,WatchEvent,2018,0518
110404,WatchEvent,2018,1011
112676,WatchEvent,2018,1010
100724,WatchEvent,2017,0413
61109,WatchEvent,2017,0924
62501,WatchEvent,2018,0901
101980,WatchEvent,2017,0306
127002,WatchEvent,2018,0208
86751,WatchEvent,2018,0924
112134,WatchEvent,2018,0823
122657,WatchEvent,2018,1129
125596,WatchEvent,2018,1128
115405,WatchEvent,2018,0905
109887,WatchEvent,2018,1214
64128,WatchEvent,2018,0624
88306,WatchEvent,2018,0211
113052,WatchEvent,2018,0821
78436,WatchEvent,2018,0114
68212,WatchEvent,2018,0506
120639,WatchEvent,2018,0323
63303,WatchEvent,2018,0922
62554,WatchEvent,2018,0811
72279,WatchEvent,2018,0415
115797,WatchEvent,2018,0906
62760,WatchEvent,2018,0708
118734,WatchEvent,2018,0329
72513,WatchEvent,2018,0401
114041,WatchEvent,2018,0724
117856,WatchEvent,2018,1105
106795,WatchEvent,2018,0803
120423,WatchEvent,2018,0613
121146,WatchEvent,2018,0424
115770,WatchEvent,2018,0209
124782,WatchEvent,2018,0108
61479,WatchEvent,2018,0804
57999,WatchEvent,2018,0616
129496,WatchEvent,2018,0130
116199,WatchEvent,2018,1217
109421,WatchEvent,2018,1227
129094,WatchEvent,2018,0118
99886,WatchEvent,2017,0407
64985,WatchEvent,2018,1014
124163,WatchEvent,2018,0606
128849,WatchEvent,2018,0327
122789,WatchEvent,2018,0104
63647,WatchEvent,2018,1021
125190,WatchEvent,2018,0125
77292,WatchEvent,2018,0210
123450,WatchEvent,2018,0410
121681,WatchEvent,2018,0612
130383,WatchEvent,2018,0312
109590,WatchEvent,2018,0521
103603,WatchEvent,2018,0702
110874,WatchEvent,2018,0525
62899,WatchEvent,2018,0818
111305,WatchEvent,2018,0507
64011,WatchEvent,2018,0826
86067,WatchEvent,2018,0929
115275,WatchEvent,2018,0522
97411,WatchEvent,2018,1022
69343,WatchEvent,2018,1027
75857,WatchEvent,2018,0324
79696,WatchEvent,2018,0304
117483,WatchEvent,2018,0523
131074,WatchEvent,2018,0109
75868,WatchEvent,2017,0401
113299,WatchEvent,2018,0926
127683,WatchEvent,2018,0309
107705,WatchEvent,2017,0313
113625,WatchEvent,2018,1017
121385,WatchEvent,2018,1206
72065,WatchEvent,2018,0519
127555,WatchEvent,2018,0207
113362,WatchEvent,2018,0426
60321,WatchEvent,2018,0617
117617,WatchEvent,2018,0404
118341,WatchEvent,2018,1106
117442,WatchEvent,2018,0126
111899,WatchEvent,2018,1113
108296,WatchEvent,2018,0726
114105,WatchEvent,2018,0530
125986,WatchEvent,2018,1211
107326,WatchEvent,2018,0628
74275,WatchEvent,2018,1209
119093,WatchEvent,2018,1218
113194,WatchEvent,2018,0510
108952,WatchEvent,2018,1102
102890,WatchEvent,2017,0308
95604,WatchEvent,2017,0417
98681,WatchEvent,2017,0918
117989,WatchEvent,2018,1029
104087,WatchEvent,2018,0720
102576,WatchEvent,2018,0718
113723,WatchEvent,2018,0910
64187,WatchEvent,2018,0610
114912,WatchEvent,2018,0927
118326,WatchEvent,2018,0416
110603,WatchEvent,2018,0615
120704,WatchEvent,2018,1210
107234,WatchEvent,2018,0601
110093,WatchEvent,2018,0816
120254,WatchEvent,2018,1114
134501,WatchEvent,2018,0226
128875,WatchEvent,2018,0418
115111,WatchEvent,2018,0911
101220,WatchEvent,2017,0822
119849,WatchEvent,2018,0423
116211,WatchEvent,2018,1120
124372,WatchEvent,2018,0103
65153,WatchEvent,2018,0429
104306,WatchEvent,2017,0217
112960,WatchEvent,2017,1212
93500,WatchEvent,2017,0210
112051,WatchEvent,2018,0830
133440,WatchEvent,2018,0305
103523,WatchEvent,2018,0727
120249,WatchEvent,2018,1119
116280,WatchEvent,2018,0119
112014,WatchEvent,2018,0731
72722,WatchEvent,2018,1208
67665,WatchEvent,2018,0603
106812,WatchEvent,2018,0813
61812,WatchEvent,2018,0916
112987,WatchEvent,2018,0222
109733,WatchEvent,2017,0425
128598,WatchEvent,2018,0322
67715,WatchEvent,2017,1230
99233,WatchEvent,2018,1226
62528,WatchEvent,2018,0729
59754,WatchEvent,2018,0707
99430,WatchEvent,2018,0220
115962,WatchEvent,2018,1026
111701,WatchEvent,2018,0919
113296,WatchEvent,2018,0802
132680,WatchEvent,2018,0319
121156,WatchEvent,2018,0828
134170,WatchEvent,2018,0307
112579,WatchEvent,2018,0918
118987,WatchEvent,2018,0122
121961,WatchEvent,2018,1030
99525,WatchEvent,2018,1123
112376,WatchEvent,2018,0822
116259,WatchEvent,2018,1220
74699,WatchEvent,2017,1006
124933,WatchEvent,2018,0503
105868,WatchEvent,2018,0704
115508,WatchEvent,2018,0524
81655,WatchEvent,2018,0311
67305,WatchEvent,2018,0908
107493,WatchEvent,2018,0806
114168,WatchEvent,2017,1214
110194,WatchEvent,2018,0808
61746,WatchEvent,2018,0101
89527,WatchEvent,2018,0215
109673,WatchEvent,2017,0222
94455,WatchEvent,2018,0408
119439,WatchEvent,2018,1023
109903,WatchEvent,2018,0413
66706,WatchEvent,2018,1216
97291,WatchEvent,2017,0608
104844,WatchEvent,2017,0320
116686,WatchEvent,2018,0614
118294,WatchEvent,2018,0112
65947,WatchEvent,2017,1021
66273,WatchEvent,2017,1118
117158,WatchEvent,2018,1121
116699,WatchEvent,2018,0508
86087,WatchEvent,2018,0618
122139,WatchEvent,2018,0607
135644,WatchEvent,2018,0228
121915,WatchEvent,2018,1024
79887,WatchEvent,2018,1005
108772,WatchEvent,2018,0914
70573,WatchEvent,2018,0414
130854,WatchEvent,2018,0314
106164,WatchEvent,2018,1012
146514,WatchEvent,2019,0618
100719,WatchEvent,2017,0928
96968,WatchEvent,2017,0515
110407,WatchEvent,2017,1201
76127,WatchEvent,2018,0204
131547,WatchEvent,2018,0321
108320,WatchEvent,2018,0529
116768,WatchEvent,2018,1203
66598,WatchEvent,2018,0407
108743,WatchEvent,2018,0824
100011,WatchEvent,2018,0221
127215,WatchEvent,2018,0326
78580,WatchEvent,2018,0121
66534,WatchEvent,2018,1125
114256,WatchEvent,2018,0711
76746,WatchEvent,2018,0303
57273,WatchEvent,2018,0701
68435,WatchEvent,2018,0422
116256,WatchEvent,2018,0502
115372,WatchEvent,2017,1106
106300,WatchEvent,2018,0907
118863,WatchEvent,2018,0102
114656,WatchEvent,2018,0412
118393,WatchEvent,2018,0308
117257,WatchEvent,2018,0425
108675,WatchEvent,2018,0504
65570,WatchEvent,2018,0527
70948,WatchEvent,2019,0913
143668,WatchEvent,2019,1114
85387,WatchEvent,2019,1207
77116,WatchEvent,2018,0225
85305,WatchEvent,2018,1003
67607,WatchEvent,2018,1201
65971,WatchEvent,2018,0805
63038,WatchEvent,2018,0728
104688,WatchEvent,2018,1228
107614,WatchEvent,2018,0627
69131,WatchEvent,2018,1117
115314,WatchEvent,2018,0904
127955,WatchEvent,2018,0131
